State,County,Category Code,Site ID,Proposed Date,HRS_Score,Site_Contaminants,Year,County_Population,Total_Cancer_Count_M/F,Total_Cancer_Count_Female,Total_Cancer_Count_Male,Total_Cancer_Count_Hisp_M/F,Total_Cancer_Count_Hisp_F,Total_Cancer_Count_Hisp_M,Combined_Cancer_Rate
NJ,ATLANTIC,WM,200986,1999-04-23,50.0,"1,1,1-TRICHLOROETHANE,1,1,2-TRICHLOROETHANE,1,1-DICHLOROETHANE,1,1-DICHLOROETHENE,1,2,4-TRICHLOROBENZENE,1,2-DIBROMO-3-CHLOROPROPANE,1,2-DIBROMOETHANE,1,2-DICHLOROBENZENE,1,2-DICHLOROETHANE,1,2-DICHLOROPROPANE,1,3-DICHLOROBENZENE,1,4-DICHLOROBENZENE,2-METHOXY-2-METHYLPROPANE (MTBE),4-METHYLPHENOL (P-CRESOL),ALUMINUM,ANTIMONY,AROCLOR 1016,AROCLOR 1221,AROCLOR 1232,AROCLOR 1242,AROCLOR 1248,AROCLOR 1254,AROCLOR 1260,ARSENIC,ATRAZINE,BARIUM,BENZENE,BENZO[A]PYRENE,BERYLLIUM,BIS(2-ETHYLHEXYL)PHTHALATE,CARBON TETRACHLORIDE,CHLOROBENZENE,CHLOROETHENE (VINYL CHLORIDE),CHLOROFORM,CHROMIUM,CIS-1,2-DICHLOROETHENE,COPPER,CYANIDE,DICHLOROMETHANE (METHYLENE CHLORIDE),ENDRIN,ETHYLBENZENE,GAMMA-HEXACHLOROCYCLOHEXANE (LINDANE),HEPTACHLOR,HEPTACHLOR EPOXIDE,HEXACHLOROBENZENE,HEXACHLOROCYCLOPENTADIENE,HYDROGEN SULFIDE,IRON,LEAD,MANGANESE,MERCURY,METHOXYCHLOR,PENTACHLOROPHENOL,POLYCHLORINATED BIPHENYLS (PCBs),SELENIUM,STYRENE,TETRACHLOROETHENE,THALLIUM,TOLUENE,TOXAPHENE,TRANS-1,2-DICHLOROETHENE,TRICHLOROETHENE,VANADIUM, METAL AND/OR ALLOY,VOC,XYLENE (MIXED ISOMERS)",1999,1339435.0,8650.0,4267.0,4383.0,686.0,334.0,352.0,495.6
NJ,BERGEN,MP; MT; RE,200034,2001-01-11,50.0,"1,3 (OR 1,4)-DIMETHYLBENZENE (M (OR P)-XYLENE),2,4-DIMETHYLPHENOL,2-METHYLNAPHTHALENE,4-METHYLPHENOL (P-CRESOL),ACENAPHTHYLENE,ANTIMONY,AROCLOR 1242,AROCLOR 1260,ARSENIC,BENZENE,BENZO(B)FLUORANTHENE,BENZO(GHI)PERYLENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,CHRYSENE,COPPER,DIBENZO(A,H)ANTHRACENE,DIBENZ[A,J]ANTHRACENE,FLUORANTHENE,INDENO(1,2,3-CD)PYRENE,INORGANICS,IRON,MERCURY,METALS,NAPHTHALENE,POLYCHLORINATED BIPHENYLS (PCBs),POLYCYCLIC AROMATIC HYDROCARBONS (PAHS),PYRENE,TETRACHLOROETHENE,THALLIUM,TOLUENE,TRICHLOROETHENE,VANADIUM,VOC,XYLENE (MIXED ISOMERS)",2001,4656377.0,28392.0,14288.0,14104.0,,,,465.8
NJ,BURLINGTON,OT,201162,1999-07-22,47.20000076,"1,1-DICHLOROETHANE,1,2,4-TRIMETHYLBENZENE,1,2-DICHLOROETHANE,1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE),1,2-DICHLOROPROPANE,1,2-DIHYDROACENAPHTHYLENE,1,4-DICHLOROBENZENE,2-BUTANONE (METHYL ETHYL KETONE),2-HEXANONE,2-METHOXY-2-METHYLPROPANE (MTBE),2-METHYLNAPHTHALENE,2-METHYLPHENOL (O-CRESOL),4-METHYL-2-PENTANONE (METHYL ISOBUTYL KETONE),4-METHYLPHENOL (P-CRESOL),9H-CARBAZOLE,9H-FLUORENE,ACETONE,ALUMINUM,ANTIMONY,ARSENIC,BARIUM,BENZENE,BENZO(B)FLUORANTHENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BERYLLIUM,BIS(2-ETHYLHEXYL)PHTHALATE,CARBON DISULFIDE,CHLOROBENZENE,CHLOROETHENE (VINYL CHLORIDE),CHLOROFORM,CHROMIUM,CHRYSENE,CIS-1,2-DICHLOROETHENE,COBALT,COPPER,CUMENE,DIBENZO(A,H)ANTHRACENE,DIBENZOFURAN,DICHLORODIFLUOROMETHANE,DICHLOROMETHANE (METHYLENE CHLORIDE),DICHLOROMONOFLUOROMETHANE,DIETHYL PHTHALATE,ETHYLBENZENE,FLUORANTHENE,INDENO(1,2,3-CD)PYRENE,IRON,LEAD,MANGANESE,MERCURY,METHYLPHENOL (CRESOL MIXED ISOMERS),MOLYBDENUM,NAPHTHALENE,NICKEL,PENTACHLOROPHENOL,PHENANTHRENE,PHENOL,POLYCHLORINATED BIPHENYLS (PCBs),PYRENE,SELENIUM,SILVER,TETRACHLOROETHENE,THALLIUM,TOLUENE,TRANS-1,2-DICHLOROETHENE,TRICHLOROETHENE,VANADIUM,XYLENE (MIXED ISOMERS),ZINC",1999,2231327.0,15033.0,7466.0,7567.0,525.0,247.0,278.0,530.2
NJ,CAMDEN,OT,204096,1997-09-25,50.0,"ARSENIC,BENZO(B)FLUORANTHENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,CHROMIUM,CHROMIUM(VI),DIBENZO(A,H)ANTHRACENE,INDENO(1,2,3-CD)PYRENE",1997,2557088.0,15313.0,7806.0,7507.0,1015.0,557.0,458.0,519.9
NJ,CAMDEN,RE,200278,1999-04-23,50.0,"ARSENIC,BENZO[A]PYRENE,CHLOROETHENE (VINYL CHLORIDE)",1999,2535533.0,15894.0,8007.0,7887.0,1117.0,613.0,504.0,527.4
NJ,CAMDEN,RE,200280,1999-07-22,42.02999878,"1,1,2-TRICHLOROETHANE,1,2,4-TRICHLOROBENZENE,4-METHYLPHENOL (P-CRESOL),ANTIMONY,ARSENIC,BENZENE,CADMIUM,CHLOROETHENE (VINYL CHLORIDE),CIS-1,2-DICHLOROETHENE,ETHYLBENZENE,TETRACHLOROETHENE,TRICHLOROETHENE,XYLENE (MIXED ISOMERS)",1999,2535533.0,15894.0,8007.0,7887.0,1117.0,613.0,504.0,527.4
NJ,CAMDEN,WM,203909,1998-07-28,50.0,"ARSENIC,BENZO(B)FLUORANTHENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,DIBENZO(A,H)ANTHRACENE,INDENO(1,2,3-CD)PYRENE,LEAD",1998,2539884.0,15633.0,7938.0,7695.0,912.0,499.0,413.0,525.3
NJ,CAMDEN,WM,204003,1998-09-29,50.0,"ARSENIC,BENZO(B)FLUORANTHENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,DIBENZO(A,H)ANTHRACENE,INDENO(1,2,3-CD)PYRENE,LEAD",1998,2539884.0,15633.0,7938.0,7695.0,912.0,499.0,413.0,525.3
NJ,CUMBERLAND,OT; OT,204037,1999-07-22,30.299999239999995,"CIS-1,2-DICHLOROETHENE,TETRACHLOROETHENE,TRICHLOROETHENE",1999,766012.0,4437.0,2153.0,2284.0,603.0,321.0,282.0,503.6
NJ,HUDSON,MP,200146,2003-04-30,50.0,"1,1'-BIPHENYL,1,2,3-TRICHLOROBENZENE,1,2,4,5-TETRACHLOROBENZENE,1,2,4-TRICHLOROBENZENE,1,2-DICHLOROBENZENE,1,2-DIHYDROACENAPHTHYLENE,1,2-DIMETHYLBENZENE (O-XYLENE),1,3-DICHLOROBENZENE,1,4-DICHLOROBENZENE,2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD),2-METHYLNAPHTHALENE,ALUMINUM,ANTIMONY,AROCLOR 1248,AROCLOR 1254,AROCLOR 1260,ARSENIC,BARIUM,BENZENE,BENZO(B)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,CADMIUM,CHLOROBENZENE,CHROMIUM,CHROMIUM(VI),COBALT,DIBENZO(A,H)ANTHRACENE,ETHYLBENZENE,HEXACHLOROBENZENE,INDENO(1,2,3-CD)PYRENE,IRON,LEAD,MANGANESE,MERCURY,NAPHTHALENE,NICKEL,THALLIUM,VANADIUM,XYLENE (MIXED ISOMERS),ZINC",2003,,,,,,,,
NJ,HUDSON,MP,200484,2000-07-27,30.0,"1,2,4-TRICHLOROBENZENE,1,2-DICHLOROBENZENE,1,2-DIHYDROACENAPHTHYLENE,1,2-DIMETHYLBENZENE (O-XYLENE),1,3 (OR 1,4)-DIMETHYLBENZENE (M (OR P)-XYLENE),1,4-DICHLOROBENZENE,2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD) TOXICITY EQUIVALENTS (TEq),2-METHYLNAPHTHALENE,9H-FLUORENE,ACENAPHTHYLENE,ACETONE,ALDRIN,ALUMINUM,ANTHRACENE,AROCLOR 1232,AROCLOR 1260,ARSENIC,BARIUM,BENZENE,BENZO(B)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BIS(2-ETHYLHEXYL)PHTHALATE,CHROMIUM,CHRYSENE,COPPER,CUMENE,CYCLOHEXANE,DIBENZOFURAN,DIBUTYL PHTHALATE,DIETHYL PHTHALATE,ETHYLBENZENE,FLUORANTHENE,IRON,LEAD,MANGANESE,MERCURY,NAPHTHALENE,NICKEL,PHENANTHRENE,POLYCHLORINATED BIPHENYLS (PCBs),PYRENE,TOLUENE,VANADIUM",2000,3352546.0,13645.0,7099.0,6546.0,,,,409.8
NJ,HUDSON,MP,204030,1996-12-23,,MERCURY,1996,3312628.0,12378.0,6417.0,5961.0,4357.0,2258.0,2099.0,399.1
NJ,MIDDLESEX,MP,201112,1997-09-25,50.27000045999999,"1,2,4-TRICHLOROBENZENE,2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD),2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD) TOXICITY EQUIVALENTS (TEq),ALDRIN,ALPHA-HEXACHLOROCYCLOHEXANE,ALUMINUM,ANTIMONY,AROCLOR 1232,AROCLOR 1242,AROCLOR 1248,AROCLOR 1254,AROCLOR 1260,ARSENIC,BARIUM,BENZO(B)FLUORANTHENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BERYLLIUM,BETA-HEXACHLOROCYCLOHEXANE,BIS(2-ETHYLHEXYL)PHTHALATE,CALCIUM,CHLOROETHENE (VINYL CHLORIDE),CHROMIUM,CIS-1,2-DICHLOROETHENE,COBALT,COPPER,CYANIDE,DELTA-HEXACHLOROCYCLOHEXANE,DIBENZO(A,H)ANTHRACENE,DIELDRIN,ENDRIN ALDEHYDE,GAMMA-HEXACHLOROCYCLOHEXANE (LINDANE),HEPTACHLOR,HEPTACHLOR EPOXIDE,INDENO(1,2,3-CD)PYRENE,IRON,MAGNESIUM,MANGANESE,NAPHTHALENE,NICKEL,P,P'-DDE,P,P'-DDT,POLYCHLORINATED BIPHENYLS (PCBs),POTASSIUM,SELENIUM,SODIUM,TETRACHLOROETHENE,TRICHLOROETHENE,VANADIUM, METAL AND/OR ALLOY,ZINC",1997,4168397.0,21171.0,10884.0,10287.0,2293.0,1232.0,1061.0,458.7
NJ,MIDDLESEX,OT,202755,1998-09-29,50.0,"BENZO(B)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,CARBON TETRACHLORIDE,CHLOROFORM,DIBENZO(A,H)ANTHRACENE,INDENO(1,2,3-CD)PYRENE,LEAD,RADIUM-226,THORIUM-230,TRICHLOROETHENE,URANIUM,URANIUM-234,URANIUM-235,URANIUM-238",1998,4125651.0,21489.0,11003.0,10486.0,2053.0,1086.0,967.0,461.2
NJ,MIDDLESEX,RE; RE; RE,201116,2001-09-13,50.0,"1,1,2,2-TETRACHLOROETHANE,1,1,2-TRICHLOROETHANE,1,2,4-TRICHLOROBENZENE,1,2-DICHLOROETHANE,1,4-DICHLOROBENZENE,2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD) TOXICITY EQUIVALENTS (TEq),ACID COMPOUNDS,ANTIMONY,AROCLOR 1242,AROCLOR 1248,AROCLOR 1254,AROCLOR 1260,ARSENIC,BENZENE,BENZO(B)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,CHLOROETHENE (VINYL CHLORIDE),CIS-1,2-DICHLOROETHENE,COPPER,DIBENZO(A,H)ANTHRACENE,DICHLOROMETHANE (METHYLENE CHLORIDE),INDENO(1,2,3-CD)PYRENE,INORGANICS,IRON,MANGANESE,MERCURY,METALS,METHOXYCHLOR,POLYCHLORINATED BIPHENYLS (PCBs),POLYCYCLIC AROMATIC HYDROCARBONS (PAHS),SULFUR DIOXIDE,TETRACHLOROETHENE,TOLUENE,TRICHLOROETHENE,VOC",2001,4125077.0,22179.0,10969.0,11210.0,,,,453.2
NJ,MIDDLESEX,WM,204260,2001-09-13,50.0,POLYCHLORINATED BIPHENYLS (PCBs),2001,4125077.0,22179.0,10969.0,11210.0,,,,453.2
NJ,MONMOUTH,OT; OT,204241,2003-04-30,41.63000107,"CIS-1,2-DICHLOROETHENE,TETRACHLOROETHENE,TRICHLOROETHENE",2003,,,,,,,,
NJ,MONMOUTH,RE,203757,1997-09-25,50.0,"ALDRIN,ALUMINUM,ARSENIC,CADMIUM,CHLORDANE,CHLOROFORM,CHROMIUM,CHROMIUM(VI),COPPER,CYANIDE,DIELDRIN,HEPTACHLOR EPOXIDE,IRON,LEAD,MERCURY,NICKEL,P,P'-DDT,POLYCHLORINATED BIPHENYLS (PCBs),SELENIUM,SILVER,SODIUM CYANIDE,ZINC",1997,3140441.0,20275.0,10243.0,10032.0,946.0,506.0,440.0,517.6
NJ,SOMERSET,MP,204097,1998-07-28,50.0,"1,1'-BIPHENYL,1,2-DIHYDROACENAPHTHYLENE,2-METHYLNAPHTHALENE,9H-FLUORENE,ACENAPHTHYLENE,ANTHRACENE,BENZENE,BENZO(B)FLUORANTHENE,BENZO(GHI)PERYLENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BENZO[A]PYRENE EQUIVALENTS (BaPEq),CARCINOGENIC POLYCYCLIC AROMATIC HYDROCARBONS (cPAH),CHRYSENE,DIBENZO(A,H)ANTHRACENE,DIBENZOFURAN,FLUORANTHENE,INDENO(1,2,3-CD)PYRENE,NAPHTHALENE,PHENANTHRENE,POLYCYCLIC AROMATIC HYDROCARBONS (PAHS),PYRENE",1998,1648740.0,9138.0,4794.0,4344.0,562.0,298.0,264.0,463.5
NJ,UNION,MP,200455,1997-09-25,50.0,"1,2,4-TRICHLOROBENZENE,1,2-DIBROMO-3-CHLOROPROPANE,1,2-DIBROMOETHANE,1,2-DICHLOROBENZENE,1,2-DIHYDROACENAPHTHYLENE,1,4-DICHLOROBENZENE,1-METHYLNAPHTHALENE,2,4-DICHLOROPHENOL,2,4-DINITROTOLUENE,2,6-DINITROTOLUENE,4-CHLOROANILINE,9H-CARBAZOLE,9H-FLUORENE,ACENAPHTHYLENE,ALUMINUM,ANILINE,ANTHRACENE,ANTIMONY,ARSENIC,BARIUM,BENZENE,BENZO(B)FLUORANTHENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE EQUIVALENTS (BaPEq),BERYLLIUM,CADMIUM,CHLORDANE,CHLOROBENZENE,CHLOROETHENE (VINYL CHLORIDE),CHLOROFORM,CHROMIUM,CHRYSENE,COBALT,COPPER,DIBENZO(A,H)ANTHRACENE,DICHLOROMETHANE (METHYLENE CHLORIDE),ETHYLBENZENE,FLUORANTHENE,HEXACHLORO-1,3-BUTADIENE,HEXACHLOROBENZENE,INDENO(1,2,3-CD)PYRENE,IRON,LEAD,MANGANESE,MERCURY,NAPHTHALENE,NICKEL,NITROBENZENE,PENTACHLORODIBENZOFURAN (PeCDF),PENTACHLORODIBENZO[b,e][1,4]DIOXIN (PECDD) (MIXED ISOMERS),PENTACHLOROPHENOL,PHENANTHRENE,POLYCHLORINATED BIPHENYLS (PCBs),PYRENE,SELENIUM,SILVER,TETRACHLOROETHENE,TRICHLOROETHENE,VANADIUM,ZINC",1997,2768587.0,13863.0,7221.0,6642.0,2431.0,1294.0,1137.0,452.0
NM,BERNALILLO,OT,604068,1999-07-22,50.0,"CHLOROETHENE (VINYL CHLORIDE),CIS-1,2-DICHLOROETHENE,TETRACHLOROETHENE,TRANS-1,2-DICHLOROETHENE,TRICHLOROETHENE",1999,3386125.0,15375.0,8102.0,7273.0,5372.0,3016.0,2356.0,387.9
NM,CHAVES,OT; OT,605386,2001-09-13,50.0,"1,2-DICHLOROETHANE,1,3 (OR 1,4)-DIMETHYLBENZENE (M (OR P)-XYLENE),2-METHOXY-2-METHYLPROPANE (MTBE),2-METHYLNAPHTHALENE,ALUMINUM,ARSENIC,BENZENE,CIS-1,2-DICHLOROETHENE,ETHYLBENZENE,IRON,LEAD,MANGANESE,NAPHTHALENE,TETRACHLOROETHENE,TOLUENE,TRICHLOROETHENE,VANADIUM",2001,324560.0,1279.0,618.0,661.0,,,,339.7
NM,DONA ANA,OT,605116,2001-01-11,50.0,"2-METHOXY-2-METHYLPROPANE (MTBE),BENZENE,TETRACHLOROETHENE",2001,1088478.0,4983.0,2344.0,2639.0,,,,408.9
NM,RIO ARRIBA,OT,604299,1998-07-28,50.0,"TETRACHLOROETHENE,TRICHLOROETHENE",1998,197596.0,785.0,388.0,397.0,515.0,247.0,268.0,307.6
NY,CATTARAUGUS,MP,201887,1997-09-25,50.0,"ANTIMONY,ARSENIC,CARBON TETRACHLORIDE,CHLOROFORM,NAPHTHALENE",1997,392901.0,2647.0,1297.0,1350.0,,,,519.0
NY,CATTARAUGUS,WM,202124,1999-04-23,,"ANTIMONY,ARSENIC,BENZO(B)FLUORANTHENE,BIS(2-ETHYLHEXYL)PHTHALATE,CADMIUM,CHROMIUM,CHROMIUM(VI),IRON,MANGANESE,THALLIUM,TRICHLOROETHENE,ZINC",1999,388163.0,2604.0,1243.0,1361.0,16.0,,,500.6
NY,CAYUGA,OT,204289,2001-09-13,50.0,"CHLOROETHENE (VINYL CHLORIDE),CIS-1,2-DICHLOROETHENE,TRANS-1,2-DICHLOROETHENE,TRICHLOROETHENE,VOC",2001,384791.0,2773.0,1331.0,1442.0,,,,513.8
NY,DUTCHESS,MP,204269,2001-01-11,50.0,"CIS-1,2-DICHLOROETHENE,TETRACHLOROETHENE,TRICHLOROETHENE",2001,1467618.0,9066.0,4337.0,4729.0,,,,461.6
NY,GENESEE,OT,203481,1998-07-28,50.0,"1,1-DICHLOROETHENE,1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE),CHLOROETHENE (VINYL CHLORIDE),CIS-1,2-DICHLOROETHENE,CYANIDE,TRANS-1,2-DICHLOROETHENE,TRICHLOROETHENE",1998,292172.0,1978.0,1005.0,973.0,26.0,,,508.9
NY,HERKIMER,MP,202360,1998-09-29,,"ALUMINUM,ANTIMONY,ARSENIC,CADMIUM,CHROMIUM,CHROMIUM(VI),COPPER,CYANIDE,LEAD,MANGANESE,MERCURY,NICKEL",1998,314574.0,2265.0,1098.0,1167.0,18.0,,,523.2
NY,JEFFERSON,OT; OT,204284,2001-09-13,49.0,"BENZO[A]ACEANTHRYLENE,BENZO[A]PYRENE,MANGANESE,TETRACHLOROETHENE,VANADIUM",2001,557272.0,3292.0,1553.0,1739.0,,,,562.7
NY,NASSAU,MP,203853,1997-09-25,33.08000183,"TETRACHLOROETHENE,TRICHLOROETHENE",1997,6797963.0,44015.0,22353.0,21662.0,3241.0,1795.0,1446.0,509.4
NY,NASSAU,MP,204218,1999-10-22,50.0,"ALDRIN,ALPHA-CHLORDANE,ALUMINUM,ANTIMONY,ARSENIC,BENZENE,BENZO(B)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BIS(2-ETHYLHEXYL)PHTHALATE,CADMIUM,CHLOROETHENE (VINYL CHLORIDE),CHROMIUM,CIS-1,2-DICHLOROETHENE,COBALT,COPPER,DIBENZO(A,H)ANTHRACENE,DIELDRIN,HEPTACHLOR,HEPTACHLOR EPOXIDE,INDENO(1,2,3-CD)PYRENE,IRON,LEAD,MANGANESE,P,P'-DDE,PENTACHLOROPHENOL,TETRACHLOROETHENE,THALLIUM,TRICHLOROETHENE,VANADIUM, METAL AND/OR ALLOY",1999,6780324.0,44454.0,22522.0,21932.0,2991.0,1656.0,1335.0,505.8
NY,NASSAU,OT,204234,2000-02-04,50.0,"1,1-DICHLOROETHENE,CARBON TETRACHLORIDE,CHLOROETHENE (VINYL CHLORIDE),CIS-1,2-DICHLOROETHENE,TETRACHLOROETHENE,TRICHLOROETHENE",2000,6781810.0,45300.0,22912.0,22388.0,,,,511.3
NY,NASSAU,OT; OT,204167,1999-01-19,35.75999832,"CIS-1,2-DICHLOROETHENE,IRON,MANGANESE,TETRACHLOROETHENE,TRICHLOROETHENE",1999,6780324.0,44454.0,22522.0,21932.0,2991.0,1656.0,1335.0,505.8
NY,ORANGE,RE,204175,2000-12-01,50.0,"AROCLOR 1242,AROCLOR 1248,AROCLOR 1254,AROCLOR 1260,ARSENIC,BENZENE,BENZO(B)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,COPPER,DIBENZO(A,H)ANTHRACENE,INDENO(1,2,3-CD)PYRENE,IRON,LEAD",2000,1901062.0,10134.0,5091.0,5043.0,,,,484.5
NY,SUFFOLK,MP,201335,1999-10-22,50.0,"AROCLOR 1254,AROCLOR 1260,ASBESTOS,CHLOROETHENE (VINYL CHLORIDE),CIS-1,2-DICHLOROETHENE,POLYCHLORINATED BIPHENYLS (PCBs),TETRACHLOROETHENE,TRICHLOROETHENE",1999,7438086.0,49266.0,24392.0,24874.0,3387.0,1840.0,1547.0,530.5
NY,SUFFOLK,MP,202187,2001-06-14,50.0,"1,2,3-TRICHLOROPROPANE,1,2-DICHLOROPROPANE,1,4-DICHLOROBENZENE,ALUMINUM,ANTIMONY,ARSENIC,BENZENE,BENZO(B)FLUORANTHENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BIS(2-ETHYLHEXYL)PHTHALATE,CADMIUM,CHLOROFORM,CHROMIUM,DIBENZO(A,H)ANTHRACENE,DIELDRIN,INDENO(1,2,3-CD)PYRENE,IRON,MANGANESE,N,N-DIPHENYLNITROUS AMIDE,N,N-DIPROPYLNITROUS AMIDE,TRICHLOROETHENE",2001,7405434.0,49985.0,24650.0,25335.0,,,,522.0
NY,SUFFOLK,MP,202636,1998-07-28,50.0,"1,1,1-TRICHLOROETHANE,BENZO[A]PYRENE,CIS-1,2-DICHLOROETHENE,COPPER,DICHLOROMETHANE (METHYLENE CHLORIDE),NICKEL,SILVER,TETRACHLOROETHENE,TRANS-1,2-DICHLOROETHENE,TRICHLOROETHENE,ZINC",1998,7455899.0,49094.0,24258.0,24836.0,3927.0,2141.0,1786.0,536.0
NY,SUFFOLK,OT,204148,1998-09-29,50.0,"2-METHOXY-2-METHYLPROPANE (MTBE),ACETONE,ALUMINUM,ARSENIC,BIS(2-ETHYLHEXYL)PHTHALATE,CHLOROFORM,CHROMIUM,CIS-1,2-DICHLOROETHENE,IRON,MANGANESE,NICKEL,TETRACHLOROETHENE,TRICHLOROETHENE,VANADIUM",1998,7455899.0,49094.0,24258.0,24836.0,3927.0,2141.0,1786.0,536.0
NY,ULSTER,MP; MP; MP,203945,1998-09-29,50.0,"1,1,1-TRICHLOROETHANE,1,1-DICHLOROETHANE,1,1-DICHLOROETHENE,1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE),ETHYLBENZENE,TETRACHLOROETHENE,TRICHLOROETHENE,XYLENE (MIXED ISOMERS)",1998,898615.0,5733.0,2860.0,2873.0,239.0,113.0,126.0,469.1
NY,ULSTER,RE,204190,2001-09-13,50.27000046,"ALUMINUM,ANTIMONY,AROCLOR 1254,AROCLOR 1260,ARSENIC,BARIUM,BENZO(B)FLUORANTHENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,CADMIUM,CHROMIUM,CHRYSENE,COBALT,COPPER,DIBENZO(A,H)ANTHRACENE,INDENO(1,2,3-CD)PYRENE,IRON,LEAD,MANGANESE,VANADIUM,ZINC",2001,891854.0,5844.0,2873.0,2971.0,,,,458.0
OH,GREENE,RE,504896,2002-09-05,69.33000183,"ARSENIC,BENZENE,BENZO[A]PYRENE,CHLOROETHENE (VINYL CHLORIDE),CIS-1,2-DICHLOROETHENE,DIBENZO(A,H)ANTHRACENE,ETHYLBENZENE,INDENO(1,2,3-CD)PYRENE,POLYCHLORINATED BIPHENYLS (PCBs),TETRACHLOROETHENE,TOLUENE,TRICHLOROETHENE,XYLENE (MIXED ISOMERS)",2002,834468.0,4833.0,2411.0,2422.0,39.0,,,458.0
OH,WARREN,MP,507087,2003-04-30,50.0,"1,2-DIHYDROACENAPHTHYLENE,9H-FLUORENE,ACENAPHTHYLENE,ANTHRACENE,ANTIMONY,ARSENIC,BENZO(GHI)PERYLENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,CADMIUM,CHROMIUM,CHRYSENE,COPPER,DIBENZO(A,H)ANTHRACENE,FLUORANTHENE,INDENO(1,2,3-CD)PYRENE,LEAD,MERCURY,NAPHTHALENE,NICKEL,PHENANTHRENE,PYRENE,SELENIUM,SILVER,THALLIUM,ZINC",2003,,,,,,,,
OK,CARTER,MP,605091,2000-05-11,,"ARSENIC,BENZO[A]PYRENE",2000,242134.0,1363.0,654.0,709.0,,,,452.9
OK,PAYNE,MP,601160,1999-04-23,29.34000015,"ARSENIC,ASBESTOS,BENZENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,LEAD,THALLIUM",1999,407813.0,1486.0,717.0,769.0,24.0,,,406.5
OK,TULSA,MP,604674,1998-09-29,50.0,"ARSENIC,CADMIUM,LEAD,ZINC",1998,3189716.0,16421.0,8403.0,8018.0,580.0,334.0,246.0,481.4
