State,County,Category Code,Site ID,Proposed Date,HRS_Score,Site_Contaminants,Year,County_Population,Total_Cancer_Count_M/F,Total_Cancer_Count_Female,Total_Cancer_Count_Male,Total_Cancer_Count_Hisp_M/F,Total_Cancer_Count_Hisp_F,Total_Cancer_Count_Hisp_M,Combined_Cancer_Rate
VA,VIRGINIA BEACH CITY,MP,302853,1998-07-28,50.0,"1,1,1-TRICHLOROETHANE,1,1,2-TRICHLOROETHANE,1,1-DICHLOROETHANE,1,1-DICHLOROETHENE,1,2-DICHLOROETHANE,1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE),1,2-DICHLOROPROPANE,4-METHYLPHENOL (P-CRESOL),ALPHA-CHLORDANE,ALUMINUM,ANTIMONY,AROCLOR 1260,ARSENIC,BARIUM,BENZENE,CADMIUM,CARBON TETRACHLORIDE,CHLOROETHENE (VINYL CHLORIDE),CHLOROFORM,CHLOROMETHANE,CHROMIUM,CIS-1,2-DICHLOROETHENE,COPPER,CYANIDE,DIELDRIN,ENDRIN,ENDRIN KETONE,GAMMA-CHLORDANE,IRON,LEAD,MANGANESE,MERCURY,METALS,NICKEL,P,P'-DDE,P,P'-DDT,PENTACHLOROPHENOL,POLYCYCLIC AROMATIC HYDROCARBONS (PAHS),SELENIUM,TETRACHLOROETHENE,THALLIUM,TRANS-1,2-DICHLOROETHENE,TRICHLOROETHENE,VANADIUM,VOC,ZINC",1998,2248217.0,11002.0,5692.0,5310.0,257.0,146.0,111.0,464.2
VA,YORK,MP,302848,2000-02-04,49.27000046,"ALUMINUM,ANTIMONY,AROCLOR 1260,ARSENIC,BENZO(B)FLUORANTHENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,CADMIUM,CHRYSENE,COPPER,DIBENZO(A,H)ANTHRACENE,INDENO(1,2,3-CD)PYRENE,IRON,LEAD,MANGANESE,MERCURY,NICKEL,P,P'-DDD,P,P'-DDT,POLYCYCLIC AROMATIC HYDROCARBONS (PAHS),SILVER,ZINC",2000,,,,,,,,
VT,BENNINGTON,MP,101463,1998-09-29,50.0,"1,4-DICHLOROBENZENE,ALUMINUM,ARSENIC,ATRAZINE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,CARBON TETRACHLORIDE,CHROMIUM,DICHLOROMETHANE (METHYLENE CHLORIDE),DIOXINS AND DIBENZOFURANS,HEPTACHLOR EPOXIDE,IRON,LEAD,MANGANESE,MERCURY,N,N-DIPROPYLNITROUS AMIDE,PENTACHLOROPHENOL,POLYCHLORINATED BIPHENYLS (PCBs),TETRACHLOROETHENE,THALLIUM",1998,180511.0,1294.0,666.0,628.0,,,,477.5
VT,ORANGE,MI,102065,2001-06-14,50.0,"ALUMINUM,CADMIUM,COBALT,COPPER,IRON,LEAD,MANGANESE,NICKEL,SELENIUM,ZINC",2001,144359.0,987.0,452.0,535.0,,,,453.5
VT,ORANGE,MI,102071,2000-12-01,50.0,"ALUMINUM,ARSENIC,BARIUM,CADMIUM,CHROMIUM,COBALT,COPPER,CYANIDE,IRON,LEAD,MANGANESE,MERCURY,NICKEL,SELENIUM,SILVER,THALLIUM,VANADIUM,ZINC",2000,144422.0,972.0,448.0,524.0,,,,455.6
WA,KING,OT,1002020,2000-12-01,50.0,"1,2,4-TRICHLOROBENZENE,1,2-DICHLOROBENZENE,1,2-DIHYDROACENAPHTHYLENE,1,4-DICHLOROBENZENE,2,4-DIMETHYLPHENOL,2-METHYLNAPHTHALENE,4-METHYLPHENOL (P-CRESOL),9H-FLUORENE,ANTHRACENE,ARSENIC,BENZO(B)FLUORANTHENE,BENZO(GHI)PERYLENE,BENZO(K)FLUORANTHENE,BENZOIC ACID,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BIS(2-ETHYLHEXYL)PHTHALATE,BUTYL BENZYL PHTHALATE,CADMIUM,CARCINOGENIC POLYCYCLIC AROMATIC HYDROCARBONS (cPAH),CHLORINATED DIOXINS AND FURANS,CHROMIUM,CHRYSENE,COPPER,DIBENZO(A,H)ANTHRACENE,DIBENZOFURAN,DIMETHYL PHTHALATE,FLUORANTHENE,HEXACHLOROBENZENE,INDENO(1,2,3-CD)PYRENE,LEAD,MERCURY,N,N-DIPHENYLNITROUS AMIDE,NAPHTHALENE,PENTACHLOROPHENOL,PHENANTHRENE,PHENOL,PHENYLMETHANOL,POLYCHLORINATED BIPHENYLS (PCBs),POLYCYCLIC AROMATIC HYDROCARBONS, HIGH MOLECULAR WEIGHT (HPAHS),POLYCYCLIC AROMATIC HYDROCARBONS, LOW MOLECULAR WEIGHT (LPAHS),PYRENE,SILVER,TOTAL BENZOFLUORANTHENES,ZINC",2000,10978377.0,52320.0,26420.0,25900.0,,,,447.4
WA,LEWIS,WM,1002174,2000-05-11,37.65000153,"CIS-1,2-DICHLOROETHENE,DICHLOROMETHANE (METHYLENE CHLORIDE),TETRACHLOROETHENE,TRICHLOROETHENE",2000,390517.0,2196.0,1074.0,1122.0,,,,384.1
WA,STEVENS,MI; MI,1001070,1999-02-16,50.0,"ALUMINUM,BARIUM,BERYLLIUM,CADMIUM,CHROMIUM,COBALT,COPPER,LEAD,LEAD-210,MANGANESE,NICKEL,RADIUM-226,RADON,SELENIUM,SILVER,URANIUM,URANIUM-234,URANIUM-238,VANADIUM, METAL AND/OR ALLOY,ZINC",1999,221033.0,1186.0,601.0,585.0,,,,357.8
WA,THURSTON,OT,1001761,1996-12-23,50.0,"TETRACHLOROETHENE,TRICHLOROETHENE",1996,1312847.0,7323.0,3690.0,3633.0,226.0,112.0,114.0,476.0
WA,WHATCOM,MP,1000590,1996-12-23,69.33999634,"2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD),NAPHTHALENE,PENTACHLOROPHENOL,TOTAL PETROLEUM HYDROCARBONS (TPH)",1996,1035327.0,5634.0,2749.0,2885.0,150.0,83.0,67.0,472.5
WI,ASHLAND,MP,507952,2000-12-01,50.0,"1,2,4-TRICHLOROBENZENE,1,2,4-TRIMETHYLBENZENE,1,2-DIHYDROACENAPHTHYLENE,1,3,5-TRIMETHYLBENZENE,1,4-DICHLOROBENZENE,1-METHYLNAPHTHALENE,2-METHYLNAPHTHALENE,2-METHYLPHENOL (O-CRESOL),3-METHYLPHENOL (M-CRESOL),4-METHYLPHENOL (P-CRESOL),9H-FLUORENE,ANTIMONY,ARSENIC,BARIUM,BENZENE,BENZO(B)FLUORANTHENE,BENZO(K)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,BENZO[E]PYRENE,BUTAN-2-YLBENZENE,BUTYLBENZENE,CADMIUM,CARBON TETRACHLORIDE,CHROMIUM,CHRYSENE,COPPER,CYANIDE,DIBENZO(A,H)ANTHRACENE,DIBENZOFURAN,ETHYLBENZENE,FLUORANTHENE,INDENO(1,2,3-CD)PYRENE,IRON,LEAD,MANGANESE,MERCURY,NAPHTHALENE,NICKEL,PHENANTHRENE,POLYCYCLIC AROMATIC HYDROCARBONS (PAHS),PYRENE,SELENIUM,SILVER,THALLIUM,TOLUENE,TRICHLOROETHENE,TRIMETHYLBENZENE (MIXED ISOMERS),VANADIUM,XYLENE (MIXED ISOMERS),ZINC",2000,78011.0,540.0,250.0,290.0,,,,492.1
WI,BROWN,MP,507723,1998-07-28,50.0,"2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD),ARSENIC,LEAD,MERCURY,P,P'-DDD,P,P'-DDE,P,P'-DDT,POLYCHLORINATED BIPHENYLS (PCBs)",1998,1289790.0,6525.0,3171.0,3354.0,132.0,75.0,57.0,457.6
WV,MARION,MP,302883,1996-06-17,57.08000183,"2,4,6-TRINITROPHENOL,ALUMINUM,ARSENIC,ASBESTOS,BENZENE,BENZO(B)FLUORANTHENE,BENZO[A]ANTHRACENE,BENZO[A]PYRENE,CADMIUM,CHROMIUM,COBALT,COPPER,CREOSOTE,CYANIDE,DIBENZO(A,H)ANTHRACENE,IRON,LEAD,MANGANESE,METALS,NICKEL,ORGANICS,PHENOL,SELENIUM,SILVER,THALLIUM,ZINC",1996,283665.0,1924.0,973.0,951.0,,,,515.8
WV,MARION,RE,302947,2000-02-04,48.569999689999996,"ASBESTOS,BENZENE,LEAD,MERCURY,METALS,SELENIUM,VOC",2000,282011.0,1878.0,920.0,958.0,,,,501.2
WV,MARSHALL,MP,303677,1999-04-23,53.97999954,"2,4-DINITROTOLUENE,2,6-DINITROTOLUENE,ANILINE,ARSENIC,BENZO[A]PYRENE,CARBON TETRACHLORIDE,CHLOROFORM,CHROMIUM,COPPER,HEXACHLOROBENZENE,LEAD,MANGANESE,MERCURY,POLYCHLORINATED BIPHENYLS (PCBs),SODIUM HYDROXIDE,SULFURIC ACID,THALLIUM,ZINC",1999,158368.0,1000.0,491.0,509.0,,,,428.9
WV,WOOD,OT,304759,1999-04-23,50.0,"1,1,2,2-TETRACHLOROETHANE,1,2-DICHLOROETHANE,ARSENIC ACID,LEAD,SELENIUM,TETRACHLOROETHENE,TRICHLOROETHENE",1999,427753.0,2851.0,1376.0,1475.0,,,,479.9
